,date,fa_date,reason
10,2050-06-05,14290315,15 خرداد قیام 15 خرداد
11,2050-06-12,14290322,22 خرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
12,2050-06-21,14290331,31 خرداد عید سعید فطر[ 1 شوال ]
13,2050-06-22,14290401,1 تیر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
14,2050-07-15,14290424,24 تیر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
15,2050-08-29,14290607,7 شهریورعید سعید قربان[ 10 ذوالحجه ]
16,2050-09-06,14290615,15 شهریورعید سعید غدیر خم[ 18 ذوالحجه ]
17,2050-09-26,14290704,4 مهر تاسوعای حسینی[ 9 محرم ]
18,2050-09-27,14290705,5 مهر عاشورای حسینی[ 10 محرم ]
19,2050-11-06,14290815,15 آبان اربعین حسینی[ 20 صفر ]
20,2050-11-14,14290823,23 آبان رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
21,2050-11-15,14290824,24 آبان شهادت امام رضا علیه السلام[ 29 صفر ]
22,2050-11-23,14290902,2 آذر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
23,2050-12-02,14290911,11 آذر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
24,2051-02-11,14291122,22 بهمن پیروزی انقلاب اسلامی
25,2051-02-15,14291126,26 بهمن شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
26,2051-03-20,14291229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2051-03-21,14300101,1 فروردین جشن نوروز/جشن سال نو
1,2051-03-22,14300102,2 فروردین عیدنوروز
2,2051-03-23,14300103,3 فروردین عیدنوروز
3,2051-03-24,14300104,4 فروردین عیدنوروز
4,2051-03-27,14300107,7 فروردین ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
5,2051-04-01,14300112,12 فروردین روز جمهوری اسلامی
6,2051-04-02,14300113,13 فروردین جشن سیزده به در
7,2051-04-10,14300121,21 فروردین مبعث رسول اکرم (ص)[ 27 رجب ]
8,2051-04-27,14300207,7 اردیبهشت ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
9,2051-06-01,14300311,11 خرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
10,2051-06-04,14300314,14 خرداد رحلت حضرت امام خمینی
11,2051-06-05,14300315,15 خرداد قیام 15 خرداد
12,2051-06-11,14300321,21 خرداد عید سعید فطر[ 1 شوال ]
13,2051-06-12,14300322,22 خرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
14,2051-07-05,14300414,14 تیر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
15,2051-08-18,14300527,27 اَمرداد عید سعید قربان[ 10 ذوالحجه ]
16,2051-08-26,14300604,4 شهریورعید سعید غدیر خم[ 18 ذوالحجه ]
17,2051-09-15,14300624,24 شهریورتاسوعای حسینی[ 9 محرم ]
18,2051-09-16,14300625,25 شهریورعاشورای حسینی[ 10 محرم ]
19,2051-10-26,14300804,4 آبان اربعین حسینی[ 20 صفر ]
20,2051-11-03,14300812,12 آبان رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
21,2051-11-05,14300814,14 آبان شهادت امام رضا علیه السلام[ 30 صفر ]
22,2051-11-13,14300822,22 آبان شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
23,2051-11-22,14300901,1 آذر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
24,2052-02-05,14301116,16 بهمن شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
25,2052-02-11,14301122,22 بهمن پیروزی انقلاب اسلامی
26,2052-03-15,14301225,25 اسفند ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
27,2052-03-19,14301229,29 اسفند روز ملی شدن صنعت نفت ایران
